type,category,tw_word,cn_word
臺灣特有,稱謂,討海人,
臺灣特有,稱謂,迷姐,
臺灣特有,稱謂,送報生,
臺灣特有,稱謂,訪賓,
臺灣特有,稱謂,陸勞/大陸勞工,
臺灣特有,稱謂,備胎,
臺灣特有,稱謂,喜憨兒,
臺灣特有,稱謂,報馬仔,
臺灣特有,稱謂,無殼蝸牛,
臺灣特有,稱謂,街友,
臺灣特有,稱謂,黃牛,
臺灣特有,稱謂,圓仔花,
臺灣特有,稱謂,奧客,
臺灣特有,稱謂,幹員,
臺灣特有,稱謂,新人類,
臺灣特有,稱謂,新血,
臺灣特有,稱謂,新住民,
臺灣特有,稱謂,董座,
臺灣特有,稱謂,運匠/運將,
臺灣特有,稱謂,榮民/榮譽國民,
臺灣特有,稱謂,榮眷,
臺灣特有,稱謂,臺客,
臺灣特有,稱謂,蓋仙,
臺灣特有,稱謂,劈腿男,
臺灣特有,稱謂,劈腿族,
臺灣特有,稱謂,數位人,
臺灣特有,稱謂,歐吉桑,
臺灣特有,稱謂,髮姐,
臺灣特有,稱謂,噹噹兒,
臺灣特有,稱謂,導覽員,
臺灣特有,稱謂,撿尾刀,
臺灣特有,稱謂,整備士,
臺灣特有,稱謂,檳榔西施,
臺灣特有,稱謂,職場液態族,
臺灣特有,稱謂,藏鏡人,
臺灣特有,稱謂,聾胞,
臺灣特有,稱謂,七年級生,
大陸特有,稱謂,,二五眼
大陸特有,稱謂,,二奶專家
大陸特有,稱謂,,二把刀
大陸特有,稱謂,,二流子
大陸特有,稱謂,,二傳手
大陸特有,稱謂,,二貨
大陸特有,稱謂,,人梯
大陸特有,稱謂,,三孤
大陸特有,稱謂,,個體戶
大陸特有,稱謂,,義務工
大陸特有,稱謂,,土老帽
大陸特有,稱謂,,大男大女
大陸特有,稱謂,,大款
大陸特有,稱謂,,大腕/大腕兒
大陸特有,稱謂,,大齡青年
大陸特有,稱謂,,小業主
大陸特有,稱謂,,小字輩
大陸特有,稱謂,,小青年
大陸特有,稱謂,,小蜜
大陸特有,稱謂,,馬大哈
大陸特有,稱謂,,馬大嫂
大陸特有,稱謂,,五香嘴
大陸特有,稱謂,,公爹
大陸特有,稱謂,,雙職工
大陸特有,稱謂,,反斗星
大陸特有,稱謂,,文明標兵
大陸特有,稱謂,,無產者
大陸特有,稱謂,,毛腳女婿
大陸特有,稱謂,,水暖工
大陸特有,稱謂,,火箭幹部
大陸特有,稱謂,,風派
大陸特有,稱謂,,北漂
大陸特有,稱謂,,半文盲
大陸特有,稱謂,,臺屬
大陸特有,稱謂,,司售人員
大陸特有,稱謂,,外來工
大陸特有,稱謂,,外來妹
大陸特有,稱謂,,外來娃
大陸特有,稱謂,,失足青年
大陸特有,稱謂,,失足婦女
大陸特有,稱謂,,本本族
大陸特有,稱謂,,民工
大陸特有,稱謂,,民間大使
大陸特有,稱謂,,甩手掌櫃
大陸特有,稱謂,,電耗子
大陸特有,稱謂,,電霸/電老虎
大陸特有,稱謂,,交通員
大陸特有,稱謂,,光桿司令
大陸特有,稱謂,,農奴主
大陸特有,稱謂,,農民工
大陸特有,稱謂,,農藝師
大陸特有,稱謂,,華姐/中華小姐
大陸特有,稱謂,,協警/協警員
大陸特有,稱謂,,合食族
大陸特有,稱謂,,壯工
大陸特有,稱謂,,多面手
大陸特有,稱謂,,好角
大陸特有,稱謂,,尖腦殼
大陸特有,稱謂,,灰領/銀領
大陸特有,稱謂,,禮儀小姐
大陸特有,稱謂,,老姑
大陸特有,稱謂,,老黃牛
大陸特有,稱謂,,考碗族
大陸特有,稱謂,,兩孤一殘
大陸特有,稱謂,,伸手派
大陸特有,稱謂,,勞模/勞動模範
大陸特有,稱謂,,勞金
大陸特有,稱謂,,醫托/醫托兒
大陸特有,稱謂,,醫鬧
大陸特有,稱謂,,吧託
大陸特有,稱謂,,園託
大陸特有,稱謂,,牀模
大陸特有,稱謂,,拋拋族
大陸特有,稱謂,,村官
大陸特有,稱謂,,裏手
大陸特有,稱謂,,麥客
大陸特有,稱謂,,侃爺
大陸特有,稱謂,,學科帶頭人
大陸特有,稱謂,,官二代
大陸特有,稱謂,,官迷
大陸特有,稱謂,,房蟲/房蟲子/房蟲兒
大陸特有,稱謂,,擁躉
大陸特有,稱謂,,油耗子
大陸特有,稱謂,,法盲
大陸特有,稱謂,,泥腿子
大陸特有,稱謂,,炊事員
大陸特有,稱謂,,的姐
大陸特有,稱謂,,的哥
大陸特有,稱謂,,知青/知識青年
大陸特有,稱謂,,空嫂
大陸特有,稱謂,,經濟師
大陸特有,稱謂,,花把式
大陸特有,稱謂,,金領
大陸特有,稱謂,,保姆
大陸特有,稱謂,,復轉軍人
大陸特有,稱謂,,老爺/姥爺
大陸特有,稱謂,,屏奴
大陸特有,稱謂,,拼克
大陸特有,稱謂,,指路員
大陸特有,稱謂,,星二代
大陸特有,稱謂,,架子工
大陸特有,稱謂,,洋北漂/洋京漂
大陸特有,稱謂,,獨二代
大陸特有,稱謂,,獨苗
大陸特有,稱謂,,科盲
大陸特有,稱謂,,胞波
大陸特有,稱謂,,乘務員
大陸特有,稱謂,,倒爺
大陸特有,稱謂,,娛記
大陸特有,稱謂,,拿筆桿兒的
大陸特有,稱謂,,拿槍桿子的
大陸特有,稱謂,,捆綁夫妻
大陸特有,稱謂,,海外兵團
大陸特有,稱謂,,海歸/海歸派
大陸特有,稱謂,,海待
大陸特有,稱謂,,烈屬
大陸特有,稱謂,,烈軍屬
大陸特有,稱謂,,特嫌
大陸特有,稱謂,,病秧子
大陸特有,稱謂,,鐵哥們兒
大陸特有,稱謂,,鐵腳板
大陸特有,稱謂,,高幹
大陸特有,稱謂,,高參
大陸特有,稱謂,,高管
大陸特有,稱謂,,假小子
大陸特有,稱謂,,副職
大陸特有,稱謂,,基民
大陸特有,稱謂,,婆婆嘴
大陸特有,稱謂,,婚託/婚托兒
大陸特有,稱謂,,彩號
大陸特有,稱謂,,彩民
大陸特有,稱謂,,第三梯隊
大陸特有,稱謂,,銀齡
大陸特有,稱謂,,陪跑分子
大陸特有,稱謂,,麻辣媽媽
大陸特有,稱謂,,強巴頭/犟巴頭
大陸特有,稱謂,,愣頭兒青
大陸特有,稱謂,,款女
大陸特有,稱謂,,款爺
大陸特有,稱謂,,菜霸
大陸特有,稱謂,,催巴兒
大陸特有,稱謂,,傻帽/傻帽兒
大陸特有,稱謂,,勤務員
大陸特有,稱謂,,勤雜人員
大陸特有,稱謂,,廉內助
大陸特有,稱謂,,碎嘴子
大陸特有,稱謂,,嘎子
大陸特有,稱謂,,熊包
大陸特有,稱謂,,熊孩子
大陸特有,稱謂,,管培生/管理培訓生
大陸特有,稱謂,,膀爺
大陸特有,稱謂,,裸官
大陸特有,稱謂,,辣妹子
大陸特有,稱謂,,撞車幫/撞車黨
大陸特有,稱謂,,蹭停族
大陸特有,稱謂,,書簍子
大陸特有,稱謂,,軍嫂
大陸特有,稱謂,,衛監
大陸特有,稱謂,,婦男
大陸特有,稱謂,,憤青
大陸特有,稱謂,,蟻族
大陸特有,稱謂,,鋪路石
大陸特有,稱謂,,閃客
大陸特有,稱謂,,閃閃族
大陸特有,稱謂,,半邊戶
大陸特有,稱謂,,榜主
大陸特有,稱謂,,知本家
大陸特有,稱謂,,善長仁翁
大陸特有,稱謂,,血頭
大陸特有,稱謂,,血霸
大陸特有,稱謂,,諮客
大陸特有,稱謂,,馬路天使
大陸特有,稱謂,,內賓
大陸特有,稱謂,,過江龍
大陸特有,稱謂,,金手指
大陸特有,稱謂,,面瓜
大陸特有,稱謂,,黑五類
大陸特有,稱謂,,司勤
大陸特有,稱謂,,青工
大陸特有,稱謂,,活八仙
同實異名,電腦資訊,二進制數字/位元/二進位元/二進制位元,二進制數字/比特
同實異名,電腦資訊,二維條碼,二維條碼/二維碼/二維條形碼
同實異名,電腦資訊,人工智慧,人工智能
同實異名,電腦資訊,入口網站,門戶網站
同實異名,電腦資訊,下線/離線,下線/離線/下網/脫機
同實異名,電腦資訊,千位元組,千字節
同實異名,電腦資訊,小筆電,上網本
同實異名,電腦資訊,工作列,任務欄
同實異名,電腦資訊,中文化,漢化
同實異名,電腦資訊,互動式媒體,交互式媒體
同實異名,電腦資訊,互動式電視,交互式電視
同實異名,電腦資訊,內部網路,內聯網
同實異名,電腦資訊,分散式網路,分散式網絡
同實異名,電腦資訊,手提電腦/筆電/筆記型電腦,手提電腦/筆記本/筆記本電腦
同實異名,電腦資訊,文書處理,文字處理
同實異名,電腦資訊,主記憶體,內存/內存儲器/主存儲器
同實異名,電腦資訊,代理伺服器,代理服務器
同實異名,電腦資訊,以太網/乙太網路,以太網
同實異名,電腦資訊,半形,半角
同實異名,電腦資訊,用戶界面/用戶介面/使用者介面,用戶界面
同實異名,電腦資訊,用戶親和介面,友好用戶界面
同實異名,電腦資訊,光碟機,光驅/光盤機/光盤驅動器
同實異名,電腦資訊,全形,全角
同實異名,電腦資訊,全球資訊網,萬維網
同實異名,電腦資訊,共用軟體/共享軟體,共享軟件
同實異名,電腦資訊,列印,打印
同實異名,電腦資訊,印表機/列印機/列表機,打印機
同實異名,電腦資訊,多媒體/混合媒體,多媒體/混合媒體/多介質
同實異名,電腦資訊,字元,字符
同實異名,電腦資訊,有線網路,有線網絡
同實異名,電腦資訊,色情網站,色情網站/黃網
同實異名,電腦資訊,行動設備作業系統,移動操作系統
同實異名,電腦資訊,行動裝置,行動裝置/移動設備
同實異名,電腦資訊,行動碟/隨身碟,行動碟/閃盤/優盤/快閃碟/ 閃存盤 /大拇哥/霹靂碟/快閃記憶體盤
同實異名,電腦資訊,串流媒體,串流媒體/流媒體
同實異名,電腦資訊,伺服器,服務器
同實異名,電腦資訊,位元每秒/每秒位元數/每秒傳輸的位元數,比特秒/比特每秒/每秒傳送位數
同實異名,電腦資訊,位元組,字節
同實異名,電腦資訊,低階語言,低級語言
同實異名,電腦資訊,免費軟體,免費軟件
同實異名,電腦資訊,快取/快取記憶體,快取/快取記憶體/高速緩存/高速存儲器/高速緩衝存儲器
同實異名,電腦資訊,快閃記憶體,閃存/閃速存儲器
同實異名,電腦資訊,投影機/投影器,投影機/投影器/投影儀
同實異名,電腦資訊,每秒千位元數/每秒傳輸千位元數,每秒千字節/每秒千比特
同實異名,電腦資訊,系統軟體,系統軟件 
同實異名,電腦資訊,卸載/解除安裝,卸載
同實異名,電腦資訊,周邊設備,周邊設備/外圍設備 
同實異名,電腦資訊,抽取式磁碟,移動存儲器 
同實異名,電腦資訊,版主/板主/版大,版主/板主
同實異名,電腦資訊,社群網站,社交網站
同實異名,電腦資訊,封包交換/分封交換,封包交換/包交換/分組交換
同實異名,電腦資訊,洗版/洗板,刷屏/洗屏
同實異名,電腦資訊,界面/介面,界面
同實異名,電腦資訊,計算器/計算機/電算機/電子計算機,計算器
同實異名,電腦資訊,音效卡,聲卡 /聲效卡
同實異名,電腦資訊,首頁,首頁/主頁
同實異名,電腦資訊,個人電腦,個人電腦/個人計算器
同實異名,電腦資訊,原始碼,源代碼
同實異名,電腦資訊,套裝軟體,套裝軟件 
同實異名,電腦資訊,桌機/桌面電腦/桌上型電腦,桌機/桌面電腦/桌上型電腦/臺式機 /臺式電腦 
同實異名,電腦資訊,特洛伊木馬程式,特洛伊木馬程序
同實異名,電腦資訊,記憶卡,記憶卡/存儲卡
同實異名,電腦資訊,記憶體,存儲器 
同實異名,電腦資訊,高畫質,高清/高解像
同實異名,電腦資訊,高階語言/高階程式語言,高級語言
同實異名,電腦資訊,副檔名,擴展名
同實異名,電腦資訊,區域網路,局域網/局域網絡
同實異名,電腦資訊,唯讀記憶體/唯讀儲存器,只讀存儲器
同實異名,電腦資訊,埠,端口
同實異名,電腦資訊,掃描機/掃描器,掃描機/掃描器/掃描儀
同實異名,電腦資訊,條碼/條紋密碼,條碼 /條形碼 /信息碼 
同實異名,電腦資訊,條碼掃描器/讀碼機/條碼閱讀機,條碼掃描器 /條形碼掃描器 
同實異名,電腦資訊,液晶投影機/液晶投影器,液晶投影機/液晶投影器/液晶投影儀
同實異名,電腦資訊,移動硬碟/行動硬碟/隨身硬碟,移動硬盤 
同實異名,電腦資訊,組合語言,彙編語言
同實異名,電腦資訊,統一資源定位器/統一資源定位符/全球資源定位器/全球資源定址器,統一資源定位器/統一資源定位符/統一資源定位地址
同實異名,電腦資訊,軟碟,軟盤 /軟磁盤 
同實異名,電腦資訊,軟碟機/軟式磁碟機,軟式磁盤機
同實異名,電腦資訊,軟體,軟件 
同實異名,電腦資訊,軟體工程,軟件工程
同實異名,電腦資訊,軟體包,軟件包 
同實異名,電腦資訊,連線,聯機
同實異名,電腦資訊,部落客,博客 
同實異名,電腦資訊,部落格,博客 
同實異名,電腦資訊,掌上型電腦/個人數位助理,掌上型電腦/掌上電腦/個人數字助理
同實異名,電腦資訊,智慧型,智能型 
同實異名,電腦資訊,游標,遊標/光標
同實異名,電腦資訊,無線滑鼠,無線鼠標
同實異名,電腦資訊,無線網路,無線網絡
同實異名,電腦資訊,硬碟,硬盤 /硬磁盤
同實異名,電腦資訊,硬體,硬件/硬設備 
同實異名,電腦資訊,程式員,程序員
同實異名,電腦資訊,程式設計,程序設計 
同實異名,電腦資訊,程式語言,程序語言/編程語言/程序設計語言
同實異名,電腦資訊,程控/程式控制,程控/程序控制
同實異名,電腦資訊,虛擬記憶體,虛擬內存/虛擬存儲器
同實異名,電腦資訊,虛擬實境,虛擬現實
同實異名,電腦資訊,超大型積體電路,超大規模集成電路
同實異名,電腦資訊,超文本標記語言/超文件標示語言,超文本置標語言
同實異名,電腦資訊,超級電腦,超級電腦/超級計算器
同實異名,電腦資訊,超極致筆電,超極本
同實異名,電腦資訊,超鏈結/超連結,超鏈結 /超鏈接 /超級鏈結/超級鏈接
同實異名,電腦資訊,集中式網路,集中式網絡
同實異名,電腦資訊,集成塊/積體電路,集成塊/集成電路 
同實異名,電腦資訊,雲端運算,雲計算
同實異名,電腦資訊,韌體,固件
同實異名,電腦資訊,黑客/駭客,黑客
同實異名,電腦資訊,傳輸控制協定,傳輸控制協議
同實異名,電腦資訊,匯流排,匯流排/總線
同實異名,電腦資訊,微電腦/微算機/微型計算機/微型電子計算機,微電腦/微算機/微型計算機/微型電子計算機/微機
同實異名,電腦資訊,感光鼓,感光鼓/硒鼓
同實異名,電腦資訊,感測網路,感測網絡
同實異名,電腦資訊,搜索引擎/搜尋引擎,搜索引擎
同實異名,電腦資訊,滑鼠,鼠標/鼠標器
同實異名,電腦資訊,當機,死機 
同實異名,電腦資訊,解析度,分辨率
同實異名,電腦資訊,資料夾,文件夾
同實異名,電腦資訊,資料探勘,數據採掘/數據挖掘
同實異名,電腦資訊,資料匯流排,數據總線
同實異名,電腦資訊,資訊,信息 
同實異名,電腦資訊,資訊工業/資訊產業,信息產業
同實異名,電腦資訊,資訊化,信息化 
同實異名,電腦資訊,資訊安全/資安,資訊安全/網禦/信息安全/互聯網安全防禦
同實異名,電腦資訊,資訊技術,信息技術 
同實異名,電腦資訊,資訊系統,信息系統
同實異名,電腦資訊,資訊服務網,信息服務網
同實異名,電腦資訊,資訊流,信息流
同實異名,電腦資訊,資訊科技,信息科技
同實異名,電腦資訊,資訊庫,信息庫
同實異名,電腦資訊,資訊高速公路,信息高速公路
同實異名,電腦資訊,資訊理論,信息理論
同實異名,電腦資訊,閘道/閘道器,網關/網間連接器
同實異名,電腦資訊,雷射印表機,激光打印機 
同實異名,電腦資訊,電子出版物/電子出版品,電子出版物
同實異名,電腦資訊,電子資訊,電子信息 
同實異名,電腦資訊,電子遊戲,電子遊戲/電遊
同實異名,電腦資訊,電子檔,電子檔/電子文檔
同實異名,電腦資訊,電玩軟體,電玩軟件 
同實異名,電腦資訊,電郵/伊妹兒/電子郵件/伊眉兒/伊媚兒,電郵/伊妹兒/電子郵件/電子函件
同實異名,電腦資訊,電腦病毒,電腦病毒/計算機病毒
同實異名,電腦資訊,電腦程式,軟件程序/計算機程序
同實異名,電腦資訊,電腦網路,計算機網絡 
同實異名,電腦資訊,電腦語音處理,電腦語音處理/計算機語音處理
同實異名,電腦資訊,電腦輔助教學,電腦輔助教學/計算機輔助教學
同實異名,電腦資訊,圖形化使用者介面,圖形用戶界面
同實異名,電腦資訊,截圖/螢幕截圖,截圖/截屏/屏幕截圖
同實異名,電腦資訊,碟片/光碟,碟片/光盤
同實異名,電腦資訊,磁碟,磁盤 
同實異名,電腦資訊,磁碟作業系統,磁盤操作系統
同實異名,電腦資訊,綠色軟體/可攜式軟體,綠色軟件/可攜式軟件
同實異名,電腦資訊,網卡/網路卡,網卡/網絡卡
同實異名,電腦資訊,網咖,網吧 
同實異名,電腦資訊,網站,網站/站點
同實異名,電腦資訊,網間網路作業系統,網間網絡操作系統
同實異名,電腦資訊,網路,網絡 
同實異名,電腦資訊,網路化,網絡化 
同實異名,電腦資訊,網路版,網絡版 
同實異名,電腦資訊,網路電腦,網絡計算機
同實異名,電腦資訊,網路電話/寬頻電話/網際網路電話,網絡電話/網上電話 /互聯網電話 
同實異名,電腦資訊,網路語言,網語/網絡語言
同實異名,電腦資訊,網路蟑螂,玉米蟲/網絡蟑螂
同實異名,電腦資訊,網路攝影機,網絡攝影機/網絡攝像頭
同實異名,電腦資訊,網遊/線上遊戲/網路遊戲,網遊/線上遊戲/網絡遊戲/在線遊戲
同實異名,電腦資訊,網誌/網路日誌,網誌/網絡日誌/網絡日記
同實異名,電腦資訊,網際網路,互聯網
同實異名,電腦資訊,網際網路,因特網
同實異名,電腦資訊,網際網路協定,網絡通訊協議/因特網互聯協議
同實異名,電腦資訊,網編/網路編輯,網編/網絡編輯
同實異名,電腦資訊,網調/線上調查,網調/在線調查
同實異名,電腦資訊,輔助記憶體,外存儲器/輔助存儲器
同實異名,電腦資訊,噴墨式印表機/噴墨式列印機/噴射式油墨印表機,噴墨打印機/噴墨式打印機 
同實異名,電腦資訊,寬頻,寬帶 
同實異名,電腦資訊,寬頻網路,寬帶網絡
同實異名,電腦資訊,廣域網路,廣域網
同實異名,電腦資訊,影碟機,影碟機/碟機/視盤機
同實異名,電腦資訊,數位化,數字化
同實異名,電腦資訊,數位圖書館,數字圖書館
同實異名,電腦資訊,數據機,調制解調器 
同實異名,電腦資訊,確認鍵,回車/回車鍵 
同實異名,電腦資訊,編譯器/編譯程式,編譯器/編譯程序
同實異名,電腦資訊,燒錄,燒錄/刻錄
同實異名,電腦資訊,燒錄機/光碟燒錄機,刻錄機/光盤刻錄機
同實異名,電腦資訊,螢幕保護程式,屏保 /屏幕保護 
同實異名,電腦資訊,選單/功能表/目錄,選單/功能表/菜單
同實異名,電腦資訊,應用程式,應用程序
同實異名,電腦資訊,擬真視訊,網真 
同實異名,電腦資訊,檔案傳輸協定,文件傳輸協議
同實異名,電腦資訊,藍白當機畫面,藍屏/藍屏死機 
同實異名,電腦資訊,轉帖/轉貼/轉文,轉帖/轉貼
同實異名,電腦資訊,觸控式螢幕,觸屏 /觸摸屏 /觸控式屏幕 
同實異名,電腦資訊,驅動程式,驅動程序
同實異名,電腦資訊,讀卡機,讀卡機/閱卡機
同實異名,電腦資訊,顯卡/顯示卡/顯示器配接卡,顯卡/顯示卡/顯示器適配卡
同實異名,電腦資訊,纜線數據機,電纜調制解調器/線纜調制解調器/線纜調變解調器
同名異實,電腦資訊,連線,連線
同名異實,電腦資訊,雙拼,雙拼
同名異實,電腦資訊,離線作業,離線作業
臺灣特有,電腦資訊,事務機/複合機,
臺灣特有,電腦資訊,掛網,
臺灣特有,電腦資訊,當掉,
臺灣特有,電腦資訊,噗友,
臺灣特有,電腦資訊,線上問卷,
大陸特有,電腦資訊,,一點通
大陸特有,電腦資訊,,分屏
大陸特有,電腦資訊,,文語轉換
大陸特有,電腦資訊,,加密棒
大陸特有,電腦資訊,,漢顯
大陸特有,電腦資訊,,名稱庫
大陸特有,電腦資訊,,存盤
大陸特有,電腦資訊,,網醫
大陸特有,電腦資訊,,網毒
大陸特有,電腦資訊,,網選
大陸特有,電腦資訊,,考機
大陸特有,電腦資訊,,行頻
大陸特有,電腦資訊,,投影屏
大陸特有,電腦資訊,,單頁
大陸特有,電腦資訊,,錄入
大陸特有,電腦資訊,,信息點
大陸特有,電腦資訊,,視頻
大陸特有,電腦資訊,,視頻流
大陸特有,電腦資訊,,彩芒
大陸特有,電腦資訊,,彩屏
大陸特有,電腦資訊,,彩顯
大陸特有,電腦資訊,,博主
大陸特有,電腦資訊,,硬屏
大陸特有,電腦資訊,,程控機/程控電話
大陸特有,電腦資訊,,微機羣
大陸特有,電腦資訊,,微盤
大陸特有,電腦資訊,,數字人
大陸特有,電腦資訊,,數據源
大陸特有,電腦資訊,,樓主
大陸特有,電腦資訊,,概念版
大陸特有,電腦資訊,,截屏
大陸特有,電腦資訊,,播客
大陸特有,電腦資訊,,激光照排
大陸特有,電腦資訊,,導遊儀
大陸特有,電腦資訊,,顯示屏
大陸特有,電腦資訊,,監管碼/電子監管碼
大陸特有,電腦資訊,,編程
大陸特有,電腦資訊,,試驗網
大陸特有,電腦資訊,,帖吧/貼吧
大陸特有,電腦資訊,,軟屏
大陸特有,電腦資訊,,網言網語
大陸特有,電腦資訊,,軟驅
大陸特有,電腦資訊,,信息港/數字港/數位港/數碼港
大陸特有,電腦資訊,,網企
大陸特有,電腦資訊,,網祭
大陸特有,電腦資訊,,網德
大陸特有,電腦資訊,,硬驅
大陸特有,電腦資訊,,開博
大陸特有,電腦資訊,,攢機
同實異名,郵政,郵遞區號,郵編 /郵碼/郵政編碼 
同實異名,郵政,集郵日戳/癸字戳,集郵日戳
臺灣特有,郵政,限時專送,
臺灣特有,郵政,報值掛號,
臺灣特有,郵政,報值掛號信,
大陸特有,郵政,,收寄機
大陸特有,郵政,,信皮
大陸特有,郵政,,速遞
大陸特有,郵政,,鄉郵
同實異名,電信,手機/大哥大/無線電話/行動電話,手機/大哥大/無線電話/移動電話
同實異名,電信,卡式電話,磁卡電話
同實異名,電信,多媒體簡訊,彩信
同實異名,電信,忙線訊號,忙音信號
同實異名,電信,行動通信,移動通信
同實異名,電信,免持,免提
同實異名,電信,來電答鈴,彩鈴
同實異名,電信,窄頻帶,窄帶
同實異名,電信,基地臺,基地臺/基站
同實異名,電信,接線員/話務員/接線生,接線員/話務員
同實異名,電信,智慧型手機,智能手機
同實異名,電信,無線電話,無繩電話
同實異名,電信,短訊息/簡訊,短訊息/短信/短信息/短消息
同實異名,電信,視訊電話,視頻電話
同實異名,電信,傳呼機/呼叫器,傳呼機/呼機/考機/拷機/尋呼機/無線尋呼機
同實異名,電信,解碼盒/機上盒,解碼盒 /機頂盒 
同實異名,電信,解碼器,解碼器/破碼器
同實異名,電信,雷射通信,雷射通信/激光通信
同實異名,電信,電子遮蔽器,屏蔽儀
同實異名,電信,電傳打字機,電傳機 
同實異名,電信,電話答錄機,錄音電話 
同實異名,電信,數位傳輸,數字通信/數碼通信
同實異名,電信,頻寬/頻帶寬度,頻寬/頻帶寬度/帶寬
同實異名,電信,聽筒,聽筒/耳機
臺灣特有,電信,八號分機,
臺灣特有,電信,國際電話預付卡,
臺灣特有,電信,掛線,
臺灣特有,電信,電傳視訊,
大陸特有,電信,,友好用戶
大陸特有,電信,,雙待
大陸特有,電信,,無線尋呼
大陸特有,電信,,主叫
大陸特有,電信,,主被叫
大陸特有,電信,,電視差轉檯
大陸特有,電信,,長途臺
大陸特有,電信,,併網
大陸特有,電信,,忙音
大陸特有,電信,,網聊
大陸特有,電信,,聲訊臺
大陸特有,電信,,折機
大陸特有,電信,,來電寶
大陸特有,電信,,受端
大陸特有,電信,,固話/座機/固定電話
大陸特有,電信,,特服號
大陸特有,電信,,送端
大陸特有,電信,,掉線
大陸特有,電信,,移動通網
大陸特有,電信,,通聯卡
大陸特有,電信,,割接
大陸特有,電信,,聯網
大陸特有,電信,,羣發
大陸特有,電信,,跨網
大陸特有,電信,,鄉情卡/如意通鄉情卡
大陸特有,電信,,傳呼
大陸特有,電信,,呼臺/尋呼臺
大陸特有,電信,,聲訊
大陸特有,電信,,升位
大陸特有,電信,,被叫
大陸特有,電信,,掛機
大陸特有,電信,,小靈通
大陸特有,其他,,上星
大陸特有,其他,,師兄球/談判球
大陸特有,其他,,求助機
大陸特有,其他,,郵電局
大陸特有,其他,,通稿
同實異名,醫療保健,SARS/嚴重急性呼吸症候群/嚴重急性呼吸道症候群,沙士/非典/薩斯/非典型肺炎/嚴重急性呼吸綜合徵
同實異名,醫療保健,二形人/兩性人/陰陽人,二形人/兩性人/陰陽人/二性子
同實異名,醫療保健,二拇指/二拇指頭,二拇指/二拇指頭/示指
同實異名,醫療保健,人類基因體計畫,人類基因組計劃
同實異名,醫療保健,三唑侖/酣樂欣,三唑侖/酣樂欣/海樂神
同實異名,醫療保健,口水/口沫/口涎/唾沫/唾液,口水/口沫/口涎/唾沫/唾液/哈喇子
同實異名,醫療保健,大牙/臼齒/槽牙,大牙/臼齒/槽牙/磨牙
同實異名,醫療保健,大便/大解/上大號,大便/大解/解大手
同實異名,醫療保健,小便/小解/小遺/上一號/上小號,小便/小解/小遺/解小手
同實異名,醫療保健,公醫,公費醫療
同實異名,醫療保健,心口,心口/心口窩
同實異名,醫療保健,心肌梗塞,心肌梗塞/心梗/心肌梗死
同實異名,醫療保健,心律不整,心律不整/心律不齊/心律失常
同實異名,醫療保健,心率/心速/心跳率/心跳速率,心率
同實異名,醫療保健,心理諮商,心理諮詢 
同實異名,醫療保健,日本腦炎,日本腦炎/乙腦/流行性乙型腦炎
同實異名,醫療保健,日光浴,日光浴/太陽浴
同實異名,醫療保健,代理孕母,代母/代孕母親
同實異名,醫療保健,加護病房,監護病房/特護病房/重症監護室/加強治療病房/重症監護病房
同實異名,醫療保健,打胎/墮胎/人工流產,打胎/墮胎/人工流產/人流
同實異名,醫療保健,打點滴/吊點滴,打點滴/掛水/輸液/打吊針/吊鹽水
同實異名,醫療保健,生理食鹽水,生理鹽水 
同實異名,醫療保健,白化症/白化病/白子,白化症/白化病/羊白頭
同實異名,醫療保健,白袍,白大褂
同實異名,醫療保健,皮膚炎,皮炎 
同實異名,醫療保健,冰毒/大力丸/甲基苯丙胺/甲基安非他命,冰毒/大力丸/甲基苯丙胺/甲基安非他命/甲基安非他明
同實異名,醫療保健,多巴胺,多巴胺/羥酪胺
同實異名,醫療保健,安公子/安非他命,安非他明
同實異名,醫療保健,安樂死,安樂死/慈悲殺人
同實異名,醫療保健,羊水,羊水/胞漿水
同實異名,醫療保健,老花眼,老花眼/老光/老視
同實異名,醫療保健,耳洞,耳洞/耳朵眼兒
同實異名,醫療保健,耳道/外耳道/外聽道,耳道/外耳道/外聽道/耳朵眼兒
同實異名,醫療保健,自體免疫疾病,自身免疫疾病/自身免疫病
同實異名,醫療保健,吸二手菸/抽二手烟,吸二手菸/抽二手菸/被動吸菸
同實異名,醫療保健,戒毒所/戒毒中心/勒戒所/菸毒勒戒所/煙毒勒戒所,戒毒所/戒毒中心
同實異名,醫療保健,批價,劃價
同實異名,醫療保健,狂牛症/牛腦海綿狀病變,瘋牛病 
同實異名,醫療保健,肝功能,肝功能/肝功
同實異名,醫療保健,乳突狀瘤病毒,乳頭狀瘤病毒
同實異名,醫療保健,帕金森病 /柏金遜症/巴金森氏症/帕金森氏症/帕金森綜合症/震顫麻痺綜合症/柏金森氏病,帕金森病/柏金遜症/巴金森氏症/帕金森氏症/帕金森綜合症/震顫麻痹綜合症/帕金森綜合徵
同實異名,醫療保健,抹片,塗片
同實異名,醫療保健,疝氣/串氣,疝氣/小腸串氣
同實異名,醫療保健,矽肺,硅肺
同實異名,醫療保健,芬蘭浴/三溫暖,芬蘭浴/桑拿/桑拿浴/薩烏拉浴
同實異名,醫療保健,長期記憶,長期記憶/長久記憶/長時記憶
